################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.5956829375983035E+00 a       809     0    37     1    17
  1.6463056412028430E+00 a       810     0    37     1    18
 -1.7143716665328605E-02 a       811     0    37     1    19
 -5.0681620076540523E-01 a       812     0    37     1    20
 -9.7144021793398971E-01 a       813     0    37     1    21
 -3.2600240406415049E-01 a       814     0    37     1    22
 -8.3753803902445589E-01 a       815     0    38     1     1
  6.8948276512505557E-01 a       816     0    38     1     2
 -1.9854523741450516E+00 a       817     0    38     1     3
 -5.1551041952683219E-01 a       818     0    38     1     4
  7.7918592201169534E-01 a       819     0    38     1     5
 -3.5640988731616374E-01 a       820     0    38     1     6
  2.5948892644779575E-01 a       821     0    38     1     7
  3.0511311837713984E-01 a       822     0    38     1     8
  1.4119925646228038E+00 a       823     0    38     1     9
  8.2394216801305020E-01 a       824     0    38     1    10
 -4.2962916799860545E-01 a       825     0    38     1    11
 -4.3274059830316125E-01 a       826     0    38     1    12
 -8.5989963755773968E-01 a       827     0    38     1    13
  1.1868294294764372E+00 a       828     0    38     1    14
 -8.7188606875750052E-01 a       829     0    38     1    15
 -7.5288494215773949E-01 a       830     0    38     1    16
  1.8473997849331347E+00 a       831     0    38     1    17
  2.0886584274523088E+00 a       832     0    38     1    18
  1.0409795853103072E+00 a       833     0    38     1    19
 -1.2804601637947388E+00 a       834     0    38     1    20
 -9.3607021453386174E-01 a       835     0    38     1    21
 -2.5586644864052066E-01 a       836     0    38     1    22
  7.2747363274977953E-02 a       837     0    39     1     1
  2.0113923027201536E-01 a       838     0    39     1     2
 -3.1382407809981822E-01 a       839     0    39     1     3
 -3.7549984482424170E-01 a       840     0    39     1     4
 -7.7337258377784568E-01 a       841     0    39     1     5
 -4.3486387109681179E-01 a       842     0    39     1     6
 -1.1680215314940139E+00 a       843     0    39     1     7
 -8.4233286194129686E-01 a       844     0    39     1     8
  6.4417204583600196E-01 a       845     0    39     1     9
 -1.0863623355582878E-01 a       846     0    39     1    10
 -4.6096099277930730E-01 a       847     0    39     1    11
 -8.7540962228971253E-01 a       848     0    39     1    12
 -6.3041614764264076E-01 a       849     0    39     1    13
  9.9014387415200678E-01 a       850     0    39     1    14
 -1.3338126108373998E+00 a       851     0    39     1    15
 -5.6074140693332095E-02 a       852     0    39     1    16
 -1.5153893304103117E+00 a       853     0    39     1    17
 -1.2066535233871660E+00 a       854     0    39     1    18
  7.2590306959959383E-01 a       855     0    39     1    19
 -9.1665254474830871E-01 a       856     0    39     1    20
  5.7204458576828543E-02 a       857     0    39     1    21
  7.7359997184022067E-01 a       858     0    39     1    22
 -4.1392068438006352E-01 a       859     0    40     1     1
  5.3141146005462436E-01 a       860     0    40     1     2
  1.0791247820491625E+00 a       861     0    40     1     3
 -5.8270400537938516E-01 a       862     0    40     1     4
  9.2616032823598260E-01 a       863     0    40     1     5
 -1.4015004573405210E+00 a       864     0    40     1     6
 -3.2600405440866453E-01 a       865     0    40     1     7
 -2.5797636474337654E-01 a       866     0    40     1     8
 -1.4641128277211857E-01 a       867     0    40     1     9
 -1.8380454054740119E+00 a       868     0    40     1    10
 -1.1059828179448334E+00 a       869     0    40     1    11
 -1.5966324292271794E-01 a       870     0    40     1    12
  5.9771713873573284E-01 a       871     0    40     1    13
  6.6823021102773036E-02 a       872     0    40     1    14
 -8.3095862724781411E-01 a       873     0    40     1    15
  1.7967594881595350E-01 a       874     0    40     1    16
 -5.7791150356065202E-01 a       875     0    40     1    17
  9.5774322948268509E-01 a       876     0    40     1    18
 -1.6728553157538519E+00 a       877     0    40     1    19
 -9.6453401341496592E-01 a       878     0    40     1    20
 -5.4627818689481633E-01 a       879     0    40     1    21
 -1.7809232617469437E-01 a       880     0    40     1    22
 -2.4751163075747580E+00 a       881     0    41     1     1
 -1.1949859964223533E+00 a       882     0    41     1     2
 -8.6514748490427518E-01 a       883     0    41     1     3
 -5.8811716289703754E-02 a       884     0    41     1     4
  1.0943598098649182E-01 a       885     0    41     1     5
  2.3333781725420897E+00 a       886     0    41     1     6
  3.0495412034348757E-01 a       887     0    41     1     7
  1.9309719125835509E+00 a       888     0    41     1     8
 -1.7153135684179033E-01 a       889     0    41     1     9
  1.4036058252979682E+00 a       890     0    41     1    10
  7.9374473266376910E-01 a       891     0    41     1    11
 -1.5955795917233947E-02 a       892     0    41     1    12
  4.2035113311815375E-01 a       893     0    41     1    13
 -3.1093315787144776E-01 a       894     0    41     1    14
  8.1521456158597705E-01 a       895     0    41     1    15
  2.7413227285712205E-01 a       896     0    41     1    16
  1.4329838963239763E+00 a       897     0    41     1    17
  1.7771738523994798E+00 a       898     0    41     1    18
  1.8114895136230154E+00 a       899     0    41     1    19
 -5.3098882888896992E-01 a       900     0    41     1    20
 -9.2199184370263543E-01 a       901     0    41     1    21
 -1.2392217916311443E+00 a       902     0    41     1    22
 -1.5368929248337284E+00 a       903     0    42     1     1
 -3.7533343533834018E-01 a       904     0    42     1     2
 -1.4669804091856295E-01 a       905     0    42     1     3
 -6.7113303553807346E-01 a       906     0    42     1     4
 -8.6941154878250504E-01 a       907     0    42     1     5
 -7.8205031236940326E-01 a       908     0    42     1     6
  2.4536368085789237E-01 a       909     0    42     1     7
 -1.1670877772106258E+00 a       910     0    42     1     8
  1.3073798932091012E+00 a       911     0    42     1     9
 -4.2164202536867473E-01 a       912     0    42     1    10
 -4.9732727494369695E-02 a       913     0    42     1    11
 -6.4889939158753140E-01 a       914     0    42     1    12
 -1.9479492550361775E-03 a       915     0    42     1    13
  4.0059035351159766E-01 a       916     0    42     1    14
 -1.7473401779086606E-01 a       917     0    42     1    15
 -5.7446806026526098E-01 a       918     0    42     1    16
 -1.0547905524535168E+00 a       919     0    42     1    17
  7.8830649318737100E-01 a       920     0    42     1    18
  6.1435340554414908E-01 a       921     0    42     1    19
 -1.1390993445611504E+00 a       922     0    42     1    20
  1.0012040751804465E+00 a       923     0    42     1    21
  1.0574495658426295E+00 a       924     0    42     1    22
 -9.4346471611428950E-01 a       925     0    43     1     1
 -2.5396246650530085E-01 a       926     0    43     1     2
  5.1864202463328490E-01 a       927     0    43     1     3
 -4.0384970306058837E-01 a       928     0    43     1     4
  9.0185953963048349E-01 a       929     0    43     1     5
  7.0578842281741189E-02 a       930     0    43     1     6
  7.1671965937217974E-01 a       931     0    43     1     7
 -1.2611103902803320E+00 a       932     0    43     1     8
  1.4022814368387843E-01 a       933     0    43     1     9
  5.2678144663626192E-01 a       934     0    43     1    10
  2.2550243366010328E-01 a       935     0    43     1    11
  2.3861874821955228E-02 a       936     0    43     1    12
  5.1942000062848415E-01 a       937     0    43     1    13
 -1.2102024184380562E-01 a       938     0    43     1    14
 -5.1852099265483287E-01 a       939     0    43     1    15
 -8.7485308598104095E-01 a       940     0    43     1    16
 -9.9978742401222676E-01 a       941     0    43     1    17
  9.6348718136197095E-02 a       942     0    43     1    18
 -1.1031371693290195E+00 a       943     0    43     1    19
  1.4797743338568969E-01 a       944     0    43     1    20
  3.9623194312162713E-01 a       945     0    43     1    21
 -1.3597333270130096E-01 a       946     0    43     1    22
  4.1349868068597057E-01 a       947     0    44     1     1
  1.1021015296105339E+00 a       948     0    44     1     2
  8.4247898680661737E-01 a       949     0    44     1     3
  5.6548743008480624E-02 a       950     0    44     1     4
 -3.1687903313517701E-01 a       951     0    44     1     5
 -1.9244935510384598E-01 a       952     0    44     1     6
 -3.8452688556246017E-01 a       953     0    44     1     7
 -7.3858445082519222E-02 a       954     0    44     1     8
 -1.7907946926532681E+00 a       955     0    44     1     9
 -5.5392758522599483E-01 a       956     0    44     1    10
 -4.2497906014499781E-01 a       957     0    44     1    11
  1.1120153623374049E+00 a       958     0    44     1    12
  6.2017857181206970E-01 a       959     0    44     1    13
  1.0088480266288353E+00 a       960     0    44     1    14
 -6.7374322465811098E-01 a       961     0    44     1    15
  3.5954306172667760E-02 a       962     0    44     1    16
 -8.4825334140708153E-01 a       963     0    44     1    17
  4.4728424272960743E-01 a       964     0    44     1    18
  2.8819822007621843E-01 a       965     0    44     1    19
  5.0556821514551320E-01 a       966     0    44     1    20
  1.1483093216466893E-01 a       967     0    44     1    21
  6.3771485826359853E-01 a       968     0    44     1    22
  5.5233855172322077E-01 a       969     0    45     1     1
  6.2548787383210069E-01 a       970     0    45     1     2
  4.0184141656459360E-01 a       971     0    45     1     3
 -3.9970992202682121E-01 a       972     0    45     1     4
 -5.5149336497493295E-01 a       973     0    45     1     5
 -4.9523023554009593E-01 a       974     0    45     1     6
 -5.2451541251731766E-03 a       975     0    45     1     7
 -4.2919442184567647E-01 a       976     0    45     1     8
 -4.6257032328635794E-01 a       977     0    45     1     9
  3.5858577664933455E-01 a       978     0    45     1    10
 -3.1253865725339708E-01 a       979     0    45     1    11
  3.1306141410798283E-01 a       980     0    45     1    12
  1.1235764967632209E-01 a       981     0    45     1    13
 -3.7313976863452064E-01 a       982     0    45     1    14
 -1.2157057195996435E+00 a       983     0    45     1    15
  2.7451469015618307E-01 a       984     0    45     1    16
 -2.9649010009366755E-01 a       985     0    45     1    17
  6.9489297282656304E-01 a       986     0    45     1    18
 -5.2878503338210514E-01 a       987     0    45     1    19
  1.0957768359523458E-01 a       988     0    45     1    20
 -4.7445643979917301E-01 a       989     0    45     1    21
 -4.8662090249090284E-01 a       990     0    45     1    22
 -9.7588105959225435E-01 a       991     0    46     1     1
  1.3080559376931433E+00 a       992     0    46     1     2
 -9.7079186960805364E-02 a       993     0    46     1     3
 -1.2847921281852084E+00 a       994     0    46     1     4
 -2.0455261889843208E+00 a       995     0    46     1     5
  6.0195779498988122E-01 a       996     0    46     1     6
  1.3511297509784774E+00 a       997     0    46     1     7
  1.4075310314182987E-01 a       998     0    46     1     8
  4.0789194625128300E-01 a       999     0    46     1     9
 -1.0513613613027557E-01 a      1000     0    46     1    10
 -1.8583202586627590E+00 a      1001     0    46     1    11
 -7.2994260485256368E-01 a      1002     0    46     1    12
 -1.5701449173107302E+00 a      1003     0    46     1    13
  1.6639958485090405E+00 a      1004     0    46     1    14
 -1.0460522407528021E+00 a      1005     0    46     1    15
 -2.1867141440192295E-01 a      1006     0    46     1    16
 -6.8299519026089017E-01 a      1007     0    46     1    17
  1.5555464695794401E+00 a      1008     0    46     1    18
  3.8550867572411346E-01 a      1009     0    46     1    19
  1.2871812669603049E+00 a      1010     0    46     1    20
  9.5479788733285775E-01 a      1011     0    46     1    21
  8.0740151876033880E-02 a      1012     0    46     1    22
 -6.9704005043419237E-01 a      1013     0    47     1     1
 -7.0071034069386273E-01 a      1014     0    47     1     2
  5.5001052483919088E-01 a      1015     0    47     1     3
  4.4858976341011984E-02 a      1016     0    47     1     4
 -5.8191373300392257E-01 a      1017     0    47     1     5
 -3.9070253563575119E-01 a      1018     0    47     1     6
 -1.4440602950281195E-01 a      1019     0    47     1     7
 -6.6799661360187323E-01 a      1020     0    47     1     8
  1.2637959611188124E-01 a      1021     0    47     1     9
  6.1743597914524795E-01 a      1022     0    47     1    10
 -4.7345612843381085E-01 a      1023     0    47     1    11
  1.1666274024924537E+00 a      1024     0    47     1    12
  1.0671367491964279E+00 a      1025     0    47     1    13
 -3.7562659480479765E-01 a      1026     0    47     1    14
  2.5100382980956509E-01 a      1027     0    47     1    15
 -3.7570113455162762E-01 a      1028     0    47     1    16
  2.1183432741984795E-02 a      1029     0    47     1    17
  1.4241825058304762E+00 a      1030     0    47     1    18
  1.1957783046300627E+00 a      1031     0    47     1    19
  1.0890245962728280E+00 a      1032     0    47     1    20
 -6.0668883595956079E-03 a      1033     0    47     1    21
 -6.4120850676414654E-01 a      1034     0    47     1    22
  3.5302560411515027E-01 a      1035     0    48     1     1
  2.9348858802774096E-02 a      1036     0    48     1     2
  6.8416699997361241E-01 a      1037     0    48     1     3
 -1.3495515006339738E+00 a      1038     0    48     1     4
 -1.4077453817461924E-01 a      1039     0    48     1     5
 -9.8647816670334787E-01 a      1040     0    48     1     6
 -2.4431886142578094E-01 a      1041     0    48     1     7
 -3.0748915377954195E-01 a      1042     0    48     1     8
  1.7323700193971130E+00 a      1043     0    48     1     9
 -6.9656147452166817E-01 a      1044     0    48     1    10
  9.5495673007779946E-01 a      1045     0    48     1    11
  2.2744989224613216E-01 a      1046     0    48     1    12
 -1.0871388838880445E+00 a      1047     0    48     1    13
  4.6773427500081100E-01 a      1048     0    48     1    14
  6.0807749859997395E-01 a      1049     0    48     1    15
 -4.1862822312258646E-01 a      1050     0    48     1    16
 -7.1658073809073519E-01 a      1051     0    48     1    17
  2.0793270257165328E-01 a      1052     0    48     1    18
 -9.2833102595357053E-01 a      1053     0    48     1    19
 -6.9108436932756101E-01 a      1054     0    48     1    20
 -1.5381609124236930E+00 a      1055     0    48     1    21
 -8.3327829883683341E-02 a      1056     0    48     1    22
  1.4382985592767088E+00 a      1057     0    49     1     1
  6.8643577204921924E-01 a      1058     0    49     1     2
 -2.1076216289880137E-01 a      1059     0    49     1     3
  5.8111513782638802E-01 a      1060     0    49     1     4
 -2.3611335370559225E-01 a      1061     0    49     1     5
 -1.1047867623144030E+00 a      1062     0    49     1     6
  9.5595271486868227E-01 a      1063     0    49     1     7
  1.0486131445666970E-01 a      1064     0    49     1     8
  1.2855849919610534E+00 a      1065     0    49     1     9
 -2.2960549962387755E-01 a      1066     0    49     1    10
 -1.0472953738816682E+00 a      1067     0    49     1    11
 -7.9259689448281312E-01 a      1068     0    49     1    12
 -3.8739998913989326E-01 a      1069     0    49     1    13
  8.6035183306069785E-01 a      1070     0    49     1    14
 -1.0928149942038805E-01 a      1071     0    49     1    15
 -5.6257813539540213E-01 a      1072     0    49     1    16
  4.0605454540005748E-01 a      1073     0    49     1    17
  2.6596666829105862E-02 a      1074     0    49     1    18
 -1.7882006551447102E-01 a      1075     0    49     1    19
  5.0692093011277128E-01 a      1076     0    49     1    20
 -1.3284069254883633E+00 a      1077     0    49     1    21
 -1.2499309796527147E+00 a      1078     0    49     1    22
  1.0982799468948208E+00 a      1079     0    50     1     1
  3.3871193465285770E-01 a      1080     0    50     1     2
 -9.1603655137969553E-01 a      1081     0    50     1     3
 -5.3514346208385222E-01 a      1082     0    50     1     4
  2.5008363794329547E-01 a      1083     0    50     1     5
  1.4183367490034355E+00 a      1084     0    50     1     6
 -5.1013815096788961E-01 a      1085     0    50     1     7
 -3.3524280774050652E-01 a      1086     0    50     1     8
  2.3228445456937868E-01 a      1087     0    50     1     9
  5.3683713520534315E-01 a      1088     0    50     1    10
  1.6938760778390455E-01 a      1089     0    50     1    11
 -1.4779828605300654E-01 a      1090     0    50     1    12
  7.3978700860908664E-01 a      1091     0    50     1    13
  1.2386439109311023E+00 a      1092     0    50     1    14
 -3.4022015606126332E-01 a      1093     0    50     1    15
 -3.6962045568054719E-01 a      1094     0    50     1    16
  1.5762541435352062E+00 a      1095     0    50     1    17
  1.1411621881480993E+00 a      1096     0    50     1    18
  3.8368060339166338E-01 a      1097     0    50     1    19
 -5.2063296582600960E-01 a      1098     0    50     1    20
 -1.1555820725028987E+00 a      1099     0    50     1    21
  3.9755678125748367E-01 a      1100     0    50     1    22
  3.0186296857845335E-01 a      1101     0    51     1     1
 -1.0525879701031023E-01 a      1102     0    51     1     2
  1.0654232887474334E-01 a      1103     0    51     1     3
 -8.2702444861341137E-02 a      1104     0    51     1     4
 -1.2695326460444928E-01 a      1105     0    51     1     5
 -1.3343552691892120E+00 a      1106     0    51     1     6
 -1.3341899513497033E+00 a      1107     0    51     1     7
  2.2587615504539729E-01 a      1108     0    51     1     8
  9.8004844840114111E-02 a      1109     0    51     1     9
 -7.2113901710181547E-02 a      1110     0    51     1    10
  2.5116438128610269E-01 a      1111     0    51     1    11
  2.6287512392781442E-01 a      1112     0    51     1    12
  4.6189777785746794E-01 a      1113     0    51     1    13
 -8.5624352522848901E-01 a      1114     0    51     1    14
 -1.2017124068741130E+00 a      1115     0    51     1    15
 -4.2467933602037100E-01 a      1116     0    51     1    16
 -1.1371705855756281E-01 a      1117     0    51     1    17
 -9.5462241139317805E-01 a      1118     0    51     1    18
  3.8446206588860582E-02 a      1119     0    51     1    19
 -3.8020496404954701E-01 a      1120     0    51     1    20
 -2.2495655590643490E-01 a      1121     0    51     1    21
 -9.3063192011481866E-01 a      1122     0    51     1    22
  3.4536826505481250E-01 a      1123     0    52     1     1
 -3.5342424794739336E-01 a      1124     0    52     1     2
 -2.6746509708583371E-01 a      1125     0    52     1     3
 -1.2847058762934747E+00 a      1126     0    52     1     4
  3.2955182394085397E-01 a      1127     0    52     1     5
 -6.9235853720713292E-01 a      1128     0    52     1     6
 -8.9114326916033004E-01 a      1129     0    52     1     7
 -2.1613725728921365E+00 a      1130     0    52     1     8
  1.3110975001067071E+00 a      1131     0    52     1     9
 -9.6750237394883787E-01 a      1132     0    52     1    10
  9.7972914786596910E-01 a      1133     0    52     1    11
  4.7998772231234410E-01 a      1134     0    52     1    12
  1.4752362575680503E-01 a      1135     0    52     1    13
 -1.2788868264423829E+00 a      1136     0    52     1    14
  6.3639246141957895E-01 a      1137     0    52     1    15
 -7.2369317269897560E-01 a      1138     0    52     1    16
  7.6884687704060195E-01 a      1139     0    52     1    17
 -4.0584919227923233E-01 a      1140     0    52     1    18
 -9.3747829759597778E-01 a      1141     0    52     1    19
 -5.0306047091959616E-01 a      1142     0    52     1    20
  1.7590447875805051E-01 a      1143     0    52     1    21
 -8.9630900650295420E-01 a      1144     0    52     1    22
  1.3345625594576579E-01 a      1145     0    53     1     1
 -2.9638963604558838E-01 a      1146     0    53     1     2
  6.8753904293818791E-01 a      1147     0    53     1     3
  7.5768580801721430E-01 a      1148     0    53     1     4
  9.8728479504620481E-01 a      1149     0    53     1     5
 -1.2164789726455338E-01 a      1150     0    53     1     6
  7.6104262746460427E-01 a      1151     0    53     1     7
  2.0219099143063496E-01 a      1152     0    53     1     8
  5.6989513741721942E-01 a      1153     0    53     1     9
  9.6067348936031816E-01 a      1154     0    53     1    10
  8.3661128324763068E-01 a      1155     0    53     1    11
 -1.0608562570307531E+00 a      1156     0    53     1    12
  8.3034197059509363E-01 a      1157     0    53     1    13
  1.1193455559964001E-01 a      1158     0    53     1    14
 -1.5035710585850250E+00 a      1159     0    53     1    15
  8.1791665154571380E-01 a      1160     0    53     1    16
  1.9266082345045845E+00 a      1161     0    53     1    17
  5.7434017485403144E-01 a      1162     0    53     1    18
  4.0550641793905710E-02 a      1163     0    53     1    19
  5.6470703084730726E-02 a      1164     0    53     1    20
 -1.2448192775317128E-01 a      1165     0    53     1    21
 -1.5837256069886462E-02 a      1166     0    53     1    22
  3.6442746343228649E-01 a      1167     0    54     1     1
  1.1120464315450762E+00 a      1168     0    54     1     2
 -1.0916973310558922E-01 a      1169     0    54     1     3
  8.6852097526701999E-01 a      1170     0    54     1     4
 -9.2327518909529160E-01 a      1171     0    54     1     5
  5.2419333412243441E-01 a      1172     0    54     1     6
 -1.7631828104214688E+00 a      1173     0    54     1     7
  4.9883983150342309E-01 a      1174     0    54     1     8
  2.5901606579763042E-01 a      1175     0    54     1     9
  2.0310561261073190E-01 a      1176     0    54     1    10
 -4.9896249751543159E-01 a      1177     0    54     1    11
 -7.1142958067572384E-02 a      1178     0    54     1    12
  3.1884112424645977E-01 a      1179     0    54     1    13
 -2.1793949653027635E-02 a      1180     0    54     1    14
 -7.0447861061599126E-01 a      1181     0    54     1    15
  3.4435206990004180E-01 a      1182     0    54     1    16
 -1.5093800482371413E+00 a      1183     0    54     1    17
 -6.4926844626283775E-01 a      1184     0    54     1    18
  8.5337817497815083E-01 a      1185     0    54     1    19
  1.4648273853538036E+00 a      1186     0    54     1    20
 -6.2873857176022407E-01 a      1187     0    54     1    21
  4.3023147382214849E-01 a      1188     0    54     1    22
  1.1396268412837378E+00 a      1189     0    55     1     1
  7.7310247912214802E-01 a      1190     0    55     1     2
  8.8015196432474119E-01 a      1191     0    55     1     3
  1.1768161732722347E-01 a      1192     0    55     1     4
 -1.7229393346312347E+00 a      1193     0    55     1     5
 -1.0399508653186840E-01 a      1194     0    55     1     6
  7.3445401539635535E-01 a      1195     0    55     1     7
 -6.5827715347821758E-01 a      1196     0    55     1     8
  1.7456191150782403E+00 a      1197     0    55     1     9
 -4.9219254717102984E-01 a      1198     0    55     1    10
 -2.5288631581063398E-02 a      1199     0    55     1    11
  3.5314230209938646E-01 a      1200     0    55     1    12
 -3.8812430094189682E-01 a      1201     0    55     1    13
 -6.0968243969146886E-02 a      1202     0    55     1    14
  3.7646591759208187E-01 a      1203     0    55     1    15
  1.7248678535403128E-01 a      1204     0    55     1    16
 -9.8593433662173147E-01 a      1205     0    55     1    17
  2.3713315181660491E-01 a      1206     0    55     1    18
  3.8417759443327809E-01 a      1207     0    55     1    19
 -5.0731373619585310E-02 a      1208     0    55     1    20
  5.4610021356022787E-01 a      1209     0    55     1    21
 -1.3594826470897803E+00 a      1210     0    55     1    22
  1.8516152133216455E+00 a      1211     0    56     1     1
 -6.0438141648519794E-01 a      1212     0    56     1     2
  1.2367970090303901E+00 a      1213     0    56     1     3
  2.0797001422857750E+00 a      1214     0    56     1     4
 -2.4409008886861696E+00 a      1215     0    56     1     5
 -2.1302713186103217E+00 a      1216     0    56     1     6
 -9.8478720196606209E-02 a      1217     0    56     1     7
 -1.4599014194062279E+00 a      1218     0    56     1     8
  1.3346162296401494E+00 a      1219     0    56     1     9
  8.4684405722739775E-01 a      1220     0    56     1    10
 -2.5316295005230223E+00 a      1221     0    56     1    11
  1.0223616417045454E+00 a      1222     0    56     1    12
 -1.8746930782664744E+00 a      1223     0    56     1    13
  3.3069070849373668E-02 a      1224     0    56     1    14
  7.9631059877248653E-02 a      1225     0    56     1    15
  6.5105823197919369E-02 a      1226     0    56     1    16
 -7.1589144428200260E-02 a      1227     0    56     1    17
 -5.6881617369004023E-01 a      1228     0    56     1    18
 -3.4777300458010413E-01 a      1229     0    56     1    19
  1.5083015601758831E+00 a      1230     0    56     1    20
 -4.1129908680406130E-01 a      1231     0    56     1    21
 -1.0344369798463113E+00 a      1232     0    56     1    22
 -4.3466488792390963E-02 a      1233     0    57     1     1
 -1.1434639754347475E+00 a      1234     0    57     1     2
  1.9247060215669460E+00 a      1235     0    57     1     3
  4.6500459889126139E-01 a      1236     0    57     1     4
  3.9096142248062188E-01 a      1237     0    57     1     5
  2.6331725169136949E-01 a      1238     0    57     1     6
  7.1110030639060084E-01 a      1239     0    57     1     7
  5.6295225774997215E-01 a      1240     0    57     1     8
 -8.3676852787888034E-01 a      1241     0    57     1     9
 -3.0963236265879973E-01 a      1242     0    57     1    10
  5.1381126088771922E-01 a      1243     0    57     1    11
 -6.8377205387248188E-02 a      1244     0    57     1    12
 -4.6725217719555658E-02 a      1245     0    57     1    13
  1.8319652117659957E-01 a      1246     0    57     1    14
  7.1612090931527733E-02 a      1247     0    57     1    15
 -7.5694991759124342E-01 a      1248     0    57     1    16
 -1.3181707817339823E+00 a      1249     0    57     1    17
  7.2867756901665515E-01 a      1250     0    57     1    18
  4.2472569633036672E-01 a      1251     0    57     1    19
  8.2303464525770254E-01 a      1252     0    57     1    20
  2.4329926103262955E-01 a      1253     0    57     1    21
  1.5219431659758955E+00 a      1254     0    57     1    22
  5.5561792247648922E-01 a      1255     0    58     1     1
  2.0225013453552764E-03 a      1256     0    58     1     2
 -4.3292093149549904E-01 a      1257     0    58     1     3
 -5.7022903835392047E-01 a      1258     0    58     1     4
  4.2842001450281841E-01 a      1259     0    58     1     5
 -7.1065308554834117E-02 a      1260     0    58     1     6
  3.1762896622901154E-01 a      1261     0    58     1     7
 -6.8145450870746316E-01 a      1262     0    58     1     8
  8.3255336850832684E-01 a      1263     0    58     1     9
 -4.3566073224163893E-01 a      1264     0    58     1    10
  9.3799367717901061E-01 a      1265     0    58     1    11
  3.6914887898566706E-01 a      1266     0    58     1    12
 -2.3185107114088224E-01 a      1267     0    58     1    13
 -6.6730013278289146E-01 a      1268     0    58     1    14
 -1.8212143671957921E+00 a      1269     0    58     1    15
  6.5002131570980737E-01 a      1270     0    58     1    16
 -1.7309386092247154E+00 a      1271     0    58     1    17
 -9.5430853627231316E-01 a      1272     0    58     1    18
 -6.3748043215188299E-01 a      1273     0    58     1    19
 -2.2007573916446508E+00 a      1274     0    58     1    20
  2.3923699988413386E-01 a      1275     0    58     1    21
 -8.5673756052089323E-01 a      1276     0    58     1    22
  1.7821708383331238E+00 a      1277     0    59     1     1
 -6.1766372383239856E-02 a      1278     0    59     1     2
 -2.1080642601563588E+00 a      1279     0    59     1     3
 -4.7464925489847648E-01 a      1280     0    59     1     4
 -1.5760421845955186E-01 a      1281     0    59     1     5
  3.6127558102152879E-01 a      1282     0    59     1     6
  3.9426871838243543E-01 a      1283     0    59     1     7
 -3.2762183502380680E+00 a      1284     0    59     1     8
  4.6881902477357096E-01 a      1285     0    59     1     9
 -1.4495792920543935E-01 a      1286     0    59     1    10
 -1.4210168609020026E+00 a      1287     0    59     1    11
  5.4396079592674407E-01 a      1288     0    59     1    12
 -5.3163517611428934E-01 a      1289     0    59     1    13
  3.9843521086153821E-01 a      1290     0    59     1    14
 -7.1650723928724946E-01 a      1291     0    59     1    15
 -3.4456534900513514E-01 a      1292     0    59     1    16
  9.8351135229119291E-01 a      1293     0    59     1    17
 -2.4502945725392555E-01 a      1294     0    59     1    18
  9.0774384769353134E-01 a      1295     0    59     1    19
  9.6592851846905392E-01 a      1296     0    59     1    20
  7.4126510025055395E-02 a      1297     0    59     1    21
 -7.1683845129385704E-01 a      1298     0    59     1    22
  7.5847991687704258E-02 a      1299     0    60     1     1
  1.6969395449596653E-01 a      1300     0    60     1     2
  4.4831958804140681E-01 a      1301     0    60     1     3
 -2.9408280760729560E-01 a      1302     0    60     1     4
  7.6385769959246813E-02 a      1303     0    60     1     5
 -9.1473902741127067E-01 a      1304     0    60     1     6
  7.2558304590817690E-01 a      1305     0    60     1     7
  7.9970728665624702E-01 a      1306     0    60     1     8
 -2.0602048037580664E-01 a      1307     0    60     1     9
  1.3645398621070526E+00 a      1308     0    60     1    10
 -1.0355812817616332E+00 a      1309     0    60     1    11
 -4.2347481586672153E-01 a      1310     0    60     1    12
 -1.7940010261210098E+00 a      1311     0    60     1    13
 -9.0604057403255867E-01 a      1312     0    60     1    14
 -7.3606615363071271E-01 a      1313     0    60     1    15
 -5.6945194137212729E-01 a      1314     0    60     1    16
 -5.4631931682898982E-02 a      1315     0    60     1    17
  4.3794733061648006E-01 a      1316     0    60     1    18
 -8.6844269349813918E-01 a      1317     0    60     1    19
 -4.8429869156310462E-01 a      1318     0    60     1    20
 -9.8528636504492173E-02 a      1319     0    60     1    21
  8.1330227318305803E-02 a      1320     0    60     1    22
  6.1680304913912298E-01 a      1321     0    61     1     1
 -5.0791014547047597E-01 a      1322     0    61     1     2
 -1.4162190655639889E-01 a      1323     0    61     1     3
  7.7607801321416869E-01 a      1324     0    61     1     4
  4.5690756117550402E-01 a      1325     0    61     1     5
 -4.2571685492138722E-01 a      1326     0    61     1     6
 -7.5203211016083946E-02 a      1327     0    61     1     7
  1.8534136835974618E-01 a      1328     0    61     1     8
  1.9550786286282626E+00 a      1329     0    61     1     9
 -7.9188293416599997E-01 a      1330     0    61     1    10
  6.4795952104036592E-01 a      1331     0    61     1    11
  9.2138081009746198E-01 a      1332     0    61     1    12
 -4.3330704171430140E-01 a      1333     0    61     1    13
  5.9890205807493158E-01 a      1334     0    61     1    14
